AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterYN,ReportingCategory,CumulativeEnrollment,Total Suspensions,Unduplicated Count of Students Suspended (Total),Unduplicated Count of Students Suspended (Defiance-Only),Suspension Rate (Total),Suspension Count Violent Incident (Injury),Suspension Count Violent Incident (No Injury),Suspension Count Weapons Possession,Suspension Count Illicit Drug-Related,Suspension Count Defiance-Only,Suspension Count Other Reasons
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,GF,383,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,GM,371,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,RA,16,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,RH,702,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,RW,19,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,SD,141,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,SE,388,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,SF,14,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,SH,116,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,SM,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,SS,684,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,No,TA,754,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,GF,292,2,1,0,0.3,0,2,0,0,0,0
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,GM,338,3,2,0,0.6,0,3,0,0,0,0
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,RA,13,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,RD,25,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,RH,543,5,3,0,0.6,0,5,0,0,0,0
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,RW,24,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,SD,111,2,1,0,0.9,0,2,0,0,0,0
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,SE,214,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,SH,66,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,SM,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,SS,529,5,3,0,0.6,0,5,0,0,0,0
2024-25,S,30,66423,6027262,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,No,TA,630,5,3,0,0.5,0,5,0,0,0,0
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,GF,282,1,1,0,0.4,0,0,0,1,0,0
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,GM,280,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,RA,33,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,RB,13,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,RD,15,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,RF,13,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,RH,453,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,RW,21,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,SD,68,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,SE,193,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,SH,68,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,SS,474,1,1,0,0.2,0,0,0,1,0,0
2024-25,S,30,66423,6027361,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,No,TA,562,1,1,0,0.2,0,0,0,1,0,0
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,GF,337,4,3,0,0.9,0,4,0,0,0,0
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,GM,318,20,9,0,2.8,2,17,1,0,0,0
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,RA,20,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,RD,12,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,RH,579,8,6,0,1.0,0,7,1,0,0,0
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,RW,19,14,5,0,26.3,2,12,0,0,0,0
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,SD,112,10,4,0,3.6,1,9,0,0,0,0
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,SE,312,12,3,0,1.0,2,10,0,0,0,0
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,SF,11,2,2,0,18.2,0,2,0,0,0,0
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,SH,69,3,3,0,4.3,0,3,0,0,0,0
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,SS,548,23,11,0,2.0,2,20,1,0,0,0
2024-25,S,30,66423,6027320,Orange,Anaheim Elementary,Guinn (James M.) Elementary,No,TA,655,24,12,0,1.8,2,21,1,0,0,0
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,GF,167,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,GM,214,6,4,0,1.9,0,6,0,0,0,0
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,RA,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,RD,11,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,RH,349,6,4,0,1.1,0,6,0,0,0,0
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,RW,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,SD,80,3,2,0,2.5,0,3,0,0,0,0
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,SE,206,4,3,0,1.5,0,4,0,0,0,0
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,SH,48,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,SS,361,6,4,0,1.1,0,6,0,0,0,0
2024-25,S,30,66423,6027387,Orange,Anaheim Elementary,Henry (Patrick) Elementary,No,TA,381,6,4,0,1.0,0,6,0,0,0,0
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,GF,288,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,GM,277,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,RA,76,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,RD,17,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,RF,16,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,RH,412,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,RT,18,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,RW,18,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,SD,125,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,SE,187,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,SH,64,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,SS,456,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027437,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,No,TA,565,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,GF,295,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,GM,332,8,5,0,1.5,0,6,2,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,RA,26,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,RB,12,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,RD,12,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,RF,15,1,1,0,6.7,0,1,0,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,RH,519,6,3,0,0.6,0,5,1,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,RT,11,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,RW,31,1,1,0,3.2,0,0,1,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,SD,115,2,2,0,1.7,0,2,0,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,SE,242,3,2,0,0.8,0,2,1,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,SH,50,2,1,0,2.0,0,1,1,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,SS,465,7,4,0,0.9,0,5,2,0,0,0
2024-25,S,30,66423,6027254,Orange,Anaheim Elementary,Juarez (Benito) Elementary,No,TA,627,8,5,0,0.8,0,6,2,0,0,0
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,GF,407,3,3,0,0.7,0,0,0,3,0,0
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,GM,383,15,11,0,2.9,0,13,0,2,0,0
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,RA,16,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,RB,14,3,2,0,14.3,0,3,0,0,0,0
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,RD,23,4,2,0,8.7,0,4,0,0,0,0
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,RH,690,7,7,0,1.0,0,4,0,3,0,0
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,RW,33,4,3,0,9.1,0,2,0,2,0,0
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,SD,133,4,3,0,2.3,0,3,0,1,0,0
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,SE,365,9,8,0,2.2,0,4,0,5,0,0
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,SH,106,6,4,0,3.8,0,4,0,2,0,0
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,SM,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,SS,703,18,14,0,2.0,0,13,0,5,0,0
2024-25,S,30,66423,6027221,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,No,TA,790,18,14,0,1.8,0,13,0,5,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,GF,259,1,1,0,0.4,1,0,0,0,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,GM,307,12,11,0,3.6,5,6,1,0,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,RA,44,1,1,0,2.3,1,0,0,0,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,RB,21,2,2,0,9.5,2,0,0,0,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,RD,17,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,RF,13,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,RH,447,8,8,0,1.8,2,5,1,0,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,RW,19,2,1,0,5.3,1,1,0,0,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,SD,116,5,5,0,4.3,2,2,1,0,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,SE,201,2,2,0,1.0,1,0,1,0,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,SF,11,2,2,0,18.2,1,1,0,0,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,SH,57,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,SS,493,10,10,0,2.0,4,5,1,0,0,0
2024-25,S,30,66423,6027353,Orange,Anaheim Elementary,Loara Elementary,No,TA,566,13,12,0,2.1,6,6,1,0,0,0
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,GF,304,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,GM,284,1,1,0,0.4,0,1,0,0,0,0
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,RA,69,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,RD,12,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,RH,438,1,1,0,0.2,0,1,0,0,0,0
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,RW,38,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,SD,88,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,SE,237,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,SH,59,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,SS,494,1,1,0,0.2,0,1,0,0,0,0
2024-25,S,30,66423,6027338,Orange,Anaheim Elementary,Madison (James) Elementary,No,TA,588,1,1,0,0.2,0,1,0,0,0,0
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,GF,390,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,GM,386,11,8,0,2.1,1,9,0,1,0,0
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,RA,16,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,RD,18,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,RH,699,10,7,0,1.0,1,8,0,1,0,0
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,RW,31,1,1,0,3.2,0,1,0,0,0,0
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,SD,124,4,3,0,2.4,0,4,0,0,0,0
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,SE,290,9,6,0,2.1,1,7,0,1,0,0
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,SH,118,4,2,0,1.7,1,3,0,0,0,0
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,SS,685,11,8,0,1.2,1,9,0,1,0,0
2024-25,S,30,66423,6027312,Orange,Anaheim Elementary,Mann (Horace) Elementary,No,TA,776,11,8,0,1.0,1,9,0,1,0,0
